 _____________________________________________________________________________
                                                                              
         /                                                             ,      
 ----__-/----__----__------__---__--_/_---)__----__----__---_--_-----------__-
   /   /   /___) /___)   /   ) (_ ` /    /   ) /___) /   ) / /  )    /   /   )
 _(___/___(___ _(___ ___/___/_(__)_(_ __/_____(___ _(___(_/_/__/__o_/___(___/_
                       /                                                      
                      /                                                       
=============================== STARTING... ==================================
INFO | messageConnector ready
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:55938 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55939 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55940 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55941 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55943 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55946 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55947 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55948 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55954 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55955 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55964 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55966 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55971 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55972 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55981 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55982 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55983 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55995 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55996 via tcp
INCOMING_CONNECTION | from 127.0.0.1:55997 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56007 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56008 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56010 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56018 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56019 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56020 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56026 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56028 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56030 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56038 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56039 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56041 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56048 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56051 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56055 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56061 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56064 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56065 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56068 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56071 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56073 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56078 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56079 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56081 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56086 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56089 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56092 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56099 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56100 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56103 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56108 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56112 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56172 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56178 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56180 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56183 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56192 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56196 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56200 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56202 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56206 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56209 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56214 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56220 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56224 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56225 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56226 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56231 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56237 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56238 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56242 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56246 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56247 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56251 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56253 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56256 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56257 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56260 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56262 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56266 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56267 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56268 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56272 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56273 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56276 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56282 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56284 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56286 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56292 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56294 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56295 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56302 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56303 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56306 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56335 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56336 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56342 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56344 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56347 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56355 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56356 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56362 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56363 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56370 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56371 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56372 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56378 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56380 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56381 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56384 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56385 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56386 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56387 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56388 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56390 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56395 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56397 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56404 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56406 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56408 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56411 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56415 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56417 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56425 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56427 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56437 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56438 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56442 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56449 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56450 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56452 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56461 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56462 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56464 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56473 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56474 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56478 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56485 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56487 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56490 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56497 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56498 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56503 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56509 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56511 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56515 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56520 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56532 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56537 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56540 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56549 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56553 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56557 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56558 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56561 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56566 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56577 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56583 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56585 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56589 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56594 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56599 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56602 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56605 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56611 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56613 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56617 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56623 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56627 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56629 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56635 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56638 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56641 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56645 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56649 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56650 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56654 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56658 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56659 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56662 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56666 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56668 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56672 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56675 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56677 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56683 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56686 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56688 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56694 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56695 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56697 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56702 via tcp
INCOMING_CONNECTION | from 127.0.0.1:56704 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56717 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:56792 via tcp
AUTH_SUCCESSFUL | open
