 _____________________________________________________________________________
                                                                              
         /                                                             ,      
 ----__-/----__----__------__---__--_/_---)__----__----__---_--_-----------__-
   /   /   /___) /___)   /   ) (_ ` /    /   ) /___) /   ) / /  )    /   /   )
 _(___/___(___ _(___ ___/___/_(__)_(_ __/_____(___ _(___(_/_/__/__o_/___(___/_
                       /                                                      
                      /                                                       
=============================== STARTING... ==================================
INFO | messageConnector ready
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:39202 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39203 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39205 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39208 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39210 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39214 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:39234 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39245 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39254 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39255 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39257 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39265 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39266 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39267 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39276 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39278 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39281 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39284 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39290 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39291 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39297 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39301 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39303 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39309 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39313 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39314 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39319 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39321 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39323 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39328 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39329 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39334 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39341 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39344 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39345 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:39352 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39354 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39358 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39361 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39366 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39367 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39369 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39374 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39375 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39380 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39386 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39389 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39390 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39394 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39397 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39401 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39403 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39410 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39412 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39414 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:39436 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39437 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39444 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39451 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39459 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39466 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39473 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39474 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39481 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39482 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39483 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39493 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39497 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39500 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39504 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39505 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39507 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39509 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39515 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39519 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39522 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39528 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39531 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39532 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39536 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39540 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39544 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39546 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39547 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39550 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39551 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39555 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39557 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39561 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39562 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39563 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39569 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39570 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39575 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39579 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39580 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39588 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39589 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39591 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39597 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39599 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39601 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39608 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39609 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39611 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39615 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39618 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39619 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39623 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39626 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39631 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:39669 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39671 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39675 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39681 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39688 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39692 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39693 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39701 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39702 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39708 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39710 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39711 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39720 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39721 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39723 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39728 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39733 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39735 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39740 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39746 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39748 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39752 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39758 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39759 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39764 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39769 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39772 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39776 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39781 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39784 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39788 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39792 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39797 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39800 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39804 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39809 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39813 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39815 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39819 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39821 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39827 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39830 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39834 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39836 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39839 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39840 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39844 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39846 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39847 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39851 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39852 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39854 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39855 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39856 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39862 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39864 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39865 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39871 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39872 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39873 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39879 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39882 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39884 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39888 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39892 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39895 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39899 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39904 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:39907 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39912 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39916 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39920 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39925 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39931 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39932 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:39970 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39971 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39990 via tcp
INCOMING_CONNECTION | from 127.0.0.1:39995 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40000 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40001 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40003 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40006 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40007 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40016 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40019 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40023 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40025 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40027 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40028 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40031 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40035 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40039 via tcp
INCOMING_CONNECTION | from 127.0.0.1:40040 via tcp
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
AUTH_SUCCESSFUL | open
INCOMING_CONNECTION | from 127.0.0.1:40085 via tcp
AUTH_SUCCESSFUL | open
